Market,City,State,Year,accommodation_food_lag1,admin_support_lag1,agriculture_lag1,arts_entertainment_lag1,construction_lag1,education_lag1,finance_lag1,healthcare_lag1,information_lag1,management_lag1,manufacturing_lag1,mining_lag1,other_services_lag1,professional_services_lag1,real_estate_lag1,retail_lag1,transportation_lag1,utilities_lag1,wholesale_lag1,accommodation_food_lag2,admin_support_lag2,agriculture_lag2,arts_entertainment_lag2,construction_lag2,education_lag2,finance_lag2,healthcare_lag2,information_lag2,management_lag2,manufacturing_lag2,mining_lag2,other_services_lag2,professional_services_lag2,real_estate_lag2,retail_lag2,transportation_lag2,utilities_lag2,wholesale_lag2,home_value_growth_lag1,home_value_growth_lag2,outcome
"Los Angeles, CA",Los Angeles,CA,2021,-0.0358716173694147,-0.0011432926829268,0.0,0.0670103092783505,0.0503370786516853,-0.020924149956408,0.0213793103448275,0.0311086747978621,0.0588098558809855,-0.0798898071625344,-0.0515786183182244,0.0,0.0282036721559719,0.0588181818181818,0.0273820124666073,0.012519126443177,0.0674547983310153,0.0,-0.032880629020729,0.0129083665338645,0.0146945088940448,0.0,0.0767807585568917,0.0392340028024287,0.0277777777777777,-0.0199391686380533,0.0247156298272714,0.070681931309109,-0.0546875,-0.026772132643748,0.0,0.0055196041111534,0.0338345864661654,0.0307480495640201,-0.0180303237262669,0.0337886412652767,0.1333333333333333,-0.0248152795204238,0.1080356421494927,0.0065561775062054,0.1539769205690131
"Los Angeles, CA",Los Angeles,CA,2022,0.0031005221932114,-0.0225104921785578,0.0,0.0636070853462157,0.0312366281557552,0.0534283170080142,-0.0074274139095205,0.0026581605528973,0.0283205268935236,0.0988023952095808,-0.0201054713249835,0.0,-0.0174889543446244,0.031939555250279,0.0075839653304442,0.0098914686083253,0.0944625407166123,0.1176470588235294,0.0004434589800443,-0.0358716173694147,-0.0011432926829268,0.0,0.0670103092783505,0.0503370786516853,-0.020924149956408,0.0213793103448275,0.0311086747978621,0.0588098558809855,-0.0798898071625344,-0.0515786183182244,0.0,0.0282036721559719,0.0588181818181818,0.0273820124666073,0.012519126443177,0.0674547983310153,0.0,-0.032880629020729,0.1394225664222187,0.1080356421494927,0.0185851676899808
"Los Angeles, CA",Los Angeles,CA,2023,0.0357898161704896,0.0210772833723653,0.0,0.0338127681049709,0.0348547717842323,0.0321217244294167,-0.0180272108843537,0.0448038176033934,-0.0123825789923142,-0.0599455040871934,-0.025899764547595,0.0,0.0367247517331834,0.011648223645894,0.0135483870967741,0.002584682356142,0.131547619047619,-0.3157894736842105,-0.0168439716312056,0.0031005221932114,-0.0225104921785578,0.0,0.0636070853462157,0.0312366281557552,0.0534283170080142,-0.0074274139095205,0.0026581605528973,0.0283205268935236,0.0988023952095808,-0.0201054713249835,0.0,-0.0174889543446244,0.031939555250279,0.0075839653304442,0.0098914686083253,0.0944625407166123,0.1176470588235294,0.0004434589800443,0.0516562362770545,0.1394225664222187,-0.0313263983629258
"Los Angeles, CA",Los Angeles,CA,2024,0.0098947699073346,-0.021788990825688,0.0,-0.0100073224310471,0.0208500400962309,-0.0098280098280098,-0.0311742293037755,0.0296878964729764,-0.0412883700821444,-0.1043478260869565,-0.0738950276243094,0.0,0.0218687872763419,0.0137346821284645,-0.0078506259282834,-0.0075983717774762,-0.0263019463440294,0.1538461538461538,-0.028253681995792,0.0357898161704896,0.0210772833723653,0.0,0.0338127681049709,0.0348547717842323,0.0321217244294167,-0.0180272108843537,0.0448038176033934,-0.0123825789923142,-0.0599455040871934,-0.025899764547595,0.0,0.0367247517331834,0.011648223645894,0.0135483870967741,0.002584682356142,0.131547619047619,-0.3157894736842105,-0.0168439716312056,0.0388977909445945,0.0516562362770545,-0.0073780647312371
"Chicago, IL",Chicago,IL,2021,-0.0189066393082221,-0.0034305317324185,0.0,0.0202821869488536,0.0024592683676606,0.0,-0.0015974440894568,0.0153957879448075,-0.0383747178329571,0.0489642184557438,-0.0085178875638841,0.0,-0.007272164629429,0.0029015350056158,0.0,-0.0066515495086923,0.0302782324058919,0.2083333333333333,-0.0173053152039555,0.0108148148148148,0.0167422392745029,0.0,0.0134048257372654,0.002774352651048,-0.0196917808219178,-0.0018223234624145,0.020604802846131,0.0096866096866096,-0.0449640287769784,-0.0123387549074593,0.0,0.0112658425911437,0.0037579857196542,0.0253164556962025,-0.0195642507781236,0.0408858603066439,-0.2615384615384615,-0.0349900596421471,0.0882609610715509,0.0252731448788712,0.1468631766515664
"Chicago, IL",Chicago,IL,2022,0.0016432626232446,0.0130808950086058,0.0,0.017286084701815,0.0180926096289481,0.0131004366812227,-0.0281142857142857,0.0157345158060363,0.0070422535211267,-0.0107719928186714,-0.0280641466208476,0.0,-0.0012468827930174,0.0051329911339244,0.0063041765169424,-0.0289149292345152,0.0778395552025417,0.0344827586206896,0.0,-0.0189066393082221,-0.0034305317324185,0.0,0.0202821869488536,0.0024592683676606,0.0,-0.0015974440894568,0.0153957879448075,-0.0383747178329571,0.0489642184557438,-0.0085178875638841,0.0,-0.007272164629429,0.0029015350056158,0.0,-0.0066515495086923,0.0302782324058919,0.2083333333333333,-0.0173053152039555,0.0951426934904559,0.0882609610715509,0.0544167286045078
"Chicago, IL",Chicago,IL,2023,0.0137211036539895,-0.0217465171593611,0.0,0.0365335598980458,0.0003012048192771,-0.0034482758620689,-0.0404515522107243,0.0352063089705675,-0.0477855477855477,-0.029038112522686,0.0058927519151443,0.0,0.011860174781523,-0.0159702878365831,0.0060036543983294,-0.0166118163297288,0.0453205600589535,0.15,-0.0410901467505241,0.0016432626232446,0.0130808950086058,0.0,0.017286084701815,0.0180926096289481,0.0131004366812227,-0.0281142857142857,0.0157345158060363,0.0070422535211267,-0.0107719928186714,-0.0280641466208476,0.0,-0.0012468827930174,0.0051329911339244,0.0063041765169424,-0.0289149292345152,0.0778395552025417,0.0344827586206896,0.0,0.0216933336700851,0.0951426934904559,0.0355342687500472
"Chicago, IL",Chicago,IL,2024,0.0088274238634691,-0.048627995831886,0.0,0.0024590163934426,-0.0066245106895513,-0.0017301038062283,-0.0276960784313725,0.0473404978914433,-0.0006119951040391,-0.0691588785046729,-0.015817223198594,0.0,0.0123380629241209,0.0,-0.0176440062272963,-0.0090836653386454,-0.0398308071906943,-0.0289855072463768,-0.0214254481853957,0.0137211036539895,-0.0217465171593611,0.0,0.0365335598980458,0.0003012048192771,-0.0034482758620689,-0.0404515522107243,0.0352063089705675,-0.0477855477855477,-0.029038112522686,0.0058927519151443,0.0,0.011860174781523,-0.0159702878365831,0.0060036543983294,-0.0166118163297288,0.0453205600589535,0.15,-0.0410901467505241,0.0335996846198841,0.0216933336700851,0.0057865454906049
"Houston, TX",Houston,TX,2021,0.0026106073097004,0.0012094823415578,1.0,0.0306905370843989,0.0086189205828032,0.0408163265306122,0.0035033086804203,0.0249683580715682,0.0079936051159072,-0.0174216027874564,-0.0192427063935443,-0.0840998685939553,0.0142460041695621,0.0195394277739009,0.0172904355438826,0.0100562283737024,0.0465020576131687,-0.0305676855895196,-0.0071709066074782,0.0263714567761951,0.0127388535031847,0.0,0.0038510911424903,0.0109958506224066,0.0448933782267115,0.0009740892265731,0.0014980410232772,-0.0257009345794392,-0.0538461538461538,-0.015281173594132,-0.0651105651105651,-0.0006944444444444,0.0128103189327679,0.0117360496014171,-0.0032334554860961,0.015886287625418,0.080188679245283,-0.0069515089860969,0.06789721429582,0.0443740228247301,0.10475311812172
"Houston, TX",Houston,TX,2022,0.014937645607784,0.0009664170089393,-0.25,0.0161290322580645,0.0227873855544252,0.0134158926728586,0.0261830876648564,0.011787157611136,-0.028548770816812,-0.0118203309692671,-0.0085443037974683,-0.0272596843615494,0.0299760191846522,0.020362765229295,0.0516351118760757,0.0235520822181779,0.0837593393629571,0.0315315315315315,0.0061908856405846,0.0026106073097004,0.0012094823415578,1.0,0.0306905370843989,0.0086189205828032,0.0408163265306122,0.0035033086804203,0.0249683580715682,0.0079936051159072,-0.0174216027874564,-0.0192427063935443,-0.0840998685939553,0.0142460041695621,0.0195394277739009,0.0172904355438826,0.0100562283737024,0.0465020576131687,-0.0305676855895196,-0.0071709066074782,0.1460420066589068,0.06789721429582,0.035437667780686
"Houston, TX",Houston,TX,2023,0.0329462597893599,-0.0053101617185614,-0.3333333333333333,0.0354090354090354,0.0157151382534314,0.0244399185336048,-0.0034020034020034,-0.0005547542438699,-0.0261224489795918,-0.0263157894736842,0.0124481327800829,-0.023598820058997,0.0031598203891568,0.0079657890323662,-0.0018412438625204,-0.0009413241292751,0.0395500725689404,0.0436681222707423,-0.0181165612715775,0.014937645607784,0.0009664170089393,-0.25,0.0161290322580645,0.0227873855544252,0.0134158926728586,0.0261830876648564,0.011787157611136,-0.028548770816812,-0.0118203309692671,-0.0085443037974683,-0.0272596843615494,0.0299760191846522,0.020362765229295,0.0516351118760757,0.0235520822181779,0.0837593393629571,0.0315315315315315,0.0061908856405846,0.1341750170076251,0.1460420066589068,-0.0059031229176064
"Houston, TX",Houston,TX,2024,-0.0013071895424836,-0.0128609560786216,0.0,0.0129716981132075,0.0148844496670583,0.0099403578528827,-0.027688223022947,0.0484014209591474,0.008382229673093,-0.0221130221130221,-0.0009457755359394,0.0030211480362537,0.0150862068965517,0.0037434489643124,0.0112728018036482,-0.0033500837520938,-0.0244328097731239,0.0418410041841004,-0.0121845082680591,0.0329462597893599,-0.0053101617185614,-0.3333333333333333,0.0354090354090354,0.0157151382534314,0.0244399185336048,-0.0034020034020034,-0.0005547542438699,-0.0261224489795918,-0.0263157894736842,0.0124481327800829,-0.023598820058997,0.0031598203891568,0.0079657890323662,-0.0018412438625204,-0.0009413241292751,0.0395500725689404,0.0436681222707423,-0.0181165612715775,-0.0035911337453811,0.1341750170076251,0.0015492647285102
